"time","x","y","s","a","dis","o","dir","event","nflId","displayName","jerseyNumber","position","team","frameId","gameId","playId","playDirection","framesaftersnap"
"2020-11-08T23:21:36.200",68.84,27.12,0.01,0.19,0.01,81.94,117.48,"ball_snap",35485,"Linval Joseph",95,"NT","home",11,2020110808,2859,"left",0
"2020-11-08T23:21:36.300",68.83,27.11,0.1,0.96,0.02,82.82,64.48,"None",35485,"Linval Joseph",95,"NT","home",12,2020110808,2859,"left",1
"2020-11-08T23:21:36.400",68.8,27.1,0.3,1.6,0.03,85.12,62.79,"None",35485,"Linval Joseph",95,"NT","home",13,2020110808,2859,"left",2
"2020-11-08T23:21:36.500",68.76,27.08,0.63,2.69,0.05,85.87,66.13,"None",35485,"Linval Joseph",95,"NT","home",14,2020110808,2859,"left",3
"2020-11-08T23:21:36.600",68.67,27.05,1.06,3.59,0.09,87.42,71.94,"None",35485,"Linval Joseph",95,"NT","home",15,2020110808,2859,"left",4
"2020-11-08T23:21:36.700",68.54,27.01,1.56,3.83,0.14,90.36,73.45,"None",35485,"Linval Joseph",95,"NT","home",16,2020110808,2859,"left",5
"2020-11-08T23:21:36.800",68.35,26.96,2.1,3.97,0.2,92.61,75.42,"None",35485,"Linval Joseph",95,"NT","home",17,2020110808,2859,"left",6
"2020-11-08T23:21:36.900",68.11,26.9,2.57,3.73,0.24,90.87,76.44,"None",35485,"Linval Joseph",95,"NT","home",18,2020110808,2859,"left",7
"2020-11-08T23:21:37.000",67.84,26.84,2.94,3.18,0.28,93.19,77.17,"None",35485,"Linval Joseph",95,"NT","home",19,2020110808,2859,"left",8
"2020-11-08T23:21:37.100",67.52,26.78,3.28,2.79,0.32,93.93,78.88,"None",35485,"Linval Joseph",95,"NT","home",20,2020110808,2859,"left",9
"2020-11-08T23:21:37.200",67.19,26.72,3.53,2.13,0.34,95.26,79.55,"None",35485,"Linval Joseph",95,"NT","home",21,2020110808,2859,"left",10
"2020-11-08T23:21:37.300",66.83,26.7,3.7,1.79,0.36,90.54,84.16,"None",35485,"Linval Joseph",95,"NT","home",22,2020110808,2859,"left",11
"2020-11-08T23:21:37.400",66.45,26.69,3.86,1.65,0.38,88.29,87.75,"None",35485,"Linval Joseph",95,"NT","home",23,2020110808,2859,"left",12
"2020-11-08T23:21:37.500",66.06,26.68,3.91,1.17,0.38,90.35,88.76,"None",35485,"Linval Joseph",95,"NT","home",24,2020110808,2859,"left",13
"2020-11-08T23:21:37.600",65.67,26.68,3.87,1.17,0.39,87.76,90.74,"None",35485,"Linval Joseph",95,"NT","home",25,2020110808,2859,"left",14
"2020-11-08T23:21:37.700",65.29,26.69,3.85,1.16,0.39,87.04,92.28,"None",35485,"Linval Joseph",95,"NT","home",26,2020110808,2859,"left",15
"2020-11-08T23:21:37.800",64.9,26.7,3.83,0.99,0.38,84.98,93.01,"None",35485,"Linval Joseph",95,"NT","home",27,2020110808,2859,"left",16
"2020-11-08T23:21:37.900",64.52,26.73,3.79,0.92,0.38,83.15,93.7,"None",35485,"Linval Joseph",95,"NT","home",28,2020110808,2859,"left",17
"2020-11-08T23:21:38.000",64.15,26.75,3.69,1.07,0.37,83.15,94.76,"None",35485,"Linval Joseph",95,"NT","home",29,2020110808,2859,"left",18
"2020-11-08T23:21:38.100",63.78,26.78,3.66,0.96,0.37,85.75,93.88,"None",35485,"Linval Joseph",95,"NT","home",30,2020110808,2859,"left",19
"2020-11-08T23:21:38.200",63.41,26.79,3.56,1.07,0.36,89.68,92.51,"None",35485,"Linval Joseph",95,"NT","home",31,2020110808,2859,"left",20
"2020-11-08T23:21:38.300",63.06,26.8,3.44,1.2,0.35,90.28,91.71,"None",35485,"Linval Joseph",95,"NT","home",32,2020110808,2859,"left",21
"2020-11-08T23:21:38.400",62.73,26.8,3.31,1.39,0.34,89.08,90.44,"None",35485,"Linval Joseph",95,"NT","home",33,2020110808,2859,"left",22
"2020-11-08T23:21:38.500",62.4,26.81,3.15,1.54,0.32,87.6,90.03,"punt",35485,"Linval Joseph",95,"NT","home",34,2020110808,2859,"left",23
"2020-11-08T23:21:38.600",62.1,26.81,2.92,1.86,0.31,83.7,90.63,"None",35485,"Linval Joseph",95,"NT","home",35,2020110808,2859,"left",24
"2020-11-08T23:21:38.700",61.82,26.81,2.64,2.2,0.28,87.37,90.81,"None",35485,"Linval Joseph",95,"NT","home",36,2020110808,2859,"left",25
"2020-11-08T23:21:38.800",61.57,26.82,2.38,2.28,0.25,86.77,90.58,"None",35485,"Linval Joseph",95,"NT","home",37,2020110808,2859,"left",26
"2020-11-08T23:21:38.900",61.34,26.82,2.14,2.23,0.22,86.77,92.19,"None",35485,"Linval Joseph",95,"NT","home",38,2020110808,2859,"left",27
"2020-11-08T23:21:39.000",61.14,26.84,1.96,2.08,0.21,86.77,96.21,"None",35485,"Linval Joseph",95,"NT","home",39,2020110808,2859,"left",28
"2020-11-08T23:21:39.100",60.95,26.86,1.77,1.92,0.19,86.77,98.43,"None",35485,"Linval Joseph",95,"NT","home",40,2020110808,2859,"left",29
"2020-11-08T23:21:39.200",60.79,26.89,1.59,1.76,0.17,86.77,100.37,"None",35485,"Linval Joseph",95,"NT","home",41,2020110808,2859,"left",30
"2020-11-08T23:21:39.300",60.64,26.92,1.45,1.55,0.15,85.91,102.99,"None",35485,"Linval Joseph",95,"NT","home",42,2020110808,2859,"left",31
"2020-11-08T23:21:39.400",60.5,26.96,1.3,1.46,0.14,84.54,106.46,"None",35485,"Linval Joseph",95,"NT","home",43,2020110808,2859,"left",32
"2020-11-08T23:21:39.500",60.39,27,1.12,1.58,0.12,84.54,112.26,"None",35485,"Linval Joseph",95,"NT","home",44,2020110808,2859,"left",33
"2020-11-08T23:21:39.600",60.29,27.04,1.02,1.2,0.11,78.78,110.39,"None",35485,"Linval Joseph",95,"NT","home",45,2020110808,2859,"left",34
"2020-11-08T23:21:39.700",60.21,27.06,0.81,1.42,0.09,76.17,103,"None",35485,"Linval Joseph",95,"NT","home",46,2020110808,2859,"left",35
"2020-11-08T23:21:39.800",60.14,27.07,0.62,1.65,0.07,74.22,89.84,"None",35485,"Linval Joseph",95,"NT","home",47,2020110808,2859,"left",36
"2020-11-08T23:21:39.900",60.09,27.05,0.48,1.89,0.05,72.26,65.98,"None",35485,"Linval Joseph",95,"NT","home",48,2020110808,2859,"left",37
"2020-11-08T23:21:40.000",60.07,27.01,0.47,2,0.05,70.2,27.88,"None",35485,"Linval Joseph",95,"NT","home",49,2020110808,2859,"left",38
"2020-11-08T23:21:40.100",60.09,26.91,0.9,2.68,0.11,57.84,351.12,"None",35485,"Linval Joseph",95,"NT","home",50,2020110808,2859,"left",39
"2020-11-08T23:21:40.200",60.13,26.8,1.23,2.78,0.12,52.2,341.02,"None",35485,"Linval Joseph",95,"NT","home",51,2020110808,2859,"left",40
"2020-11-08T23:21:40.300",60.18,26.67,1.54,2.81,0.14,43.01,336.32,"None",35485,"Linval Joseph",95,"NT","home",52,2020110808,2859,"left",41
"2020-11-08T23:21:40.400",60.26,26.51,1.89,2.93,0.17,26.65,332.37,"None",35485,"Linval Joseph",95,"NT","home",53,2020110808,2859,"left",42
"2020-11-08T23:21:40.500",60.35,26.33,2.31,3.2,0.21,15.92,330.47,"None",35485,"Linval Joseph",95,"NT","home",54,2020110808,2859,"left",43
"2020-11-08T23:21:40.600",60.48,26.11,2.76,3.53,0.25,2.51,328.34,"None",35485,"Linval Joseph",95,"NT","home",55,2020110808,2859,"left",44
"2020-11-08T23:21:40.700",60.64,25.87,3.12,3.15,0.29,353.03,326.11,"None",35485,"Linval Joseph",95,"NT","home",56,2020110808,2859,"left",45
"2020-11-08T23:21:40.800",60.82,25.6,3.43,2.58,0.33,348.57,324.53,"None",35485,"Linval Joseph",95,"NT","home",57,2020110808,2859,"left",46
"2020-11-08T23:21:40.900",61.05,25.31,3.84,2.64,0.37,344.64,320.7,"None",35485,"Linval Joseph",95,"NT","home",58,2020110808,2859,"left",47
"2020-11-08T23:21:41.000",61.31,25.01,4.12,2.41,0.4,340.01,318.09,"None",35485,"Linval Joseph",95,"NT","home",59,2020110808,2859,"left",48
"2020-11-08T23:21:41.100",61.61,24.7,4.36,2.18,0.43,330.66,315.68,"None",35485,"Linval Joseph",95,"NT","home",60,2020110808,2859,"left",49
"2020-11-08T23:21:41.200",61.94,24.39,4.62,2.2,0.46,320.73,312.19,"None",35485,"Linval Joseph",95,"NT","home",61,2020110808,2859,"left",50
"2020-11-08T23:21:41.300",62.31,24.08,4.84,2.42,0.47,309.61,308.42,"None",35485,"Linval Joseph",95,"NT","home",62,2020110808,2859,"left",51
"2020-11-08T23:21:41.400",62.7,23.78,5.04,2.73,0.49,303.25,305.54,"None",35485,"Linval Joseph",95,"NT","home",63,2020110808,2859,"left",52
"2020-11-08T23:21:41.500",63.12,23.5,5.22,2.56,0.51,302.47,302.58,"None",35485,"Linval Joseph",95,"NT","home",64,2020110808,2859,"left",53
"2020-11-08T23:21:41.600",63.59,23.22,5.54,2.89,0.54,300.26,298.99,"None",35485,"Linval Joseph",95,"NT","home",65,2020110808,2859,"left",54
"2020-11-08T23:21:41.700",64.09,22.96,5.79,2.83,0.57,291.7,296.31,"None",35485,"Linval Joseph",95,"NT","home",66,2020110808,2859,"left",55
"2020-11-08T23:21:41.800",64.62,22.71,5.97,2.58,0.59,288.46,293.8,"None",35485,"Linval Joseph",95,"NT","home",67,2020110808,2859,"left",56
"2020-11-08T23:21:41.900",65.18,22.47,6.15,2.08,0.61,288.46,292.13,"None",35485,"Linval Joseph",95,"NT","home",68,2020110808,2859,"left",57
"2020-11-08T23:21:42.000",65.76,22.24,6.33,1.75,0.63,292.29,290.7,"None",35485,"Linval Joseph",95,"NT","home",69,2020110808,2859,"left",58
"2020-11-08T23:21:42.100",66.36,22.02,6.43,1.41,0.64,292.29,289.31,"None",35485,"Linval Joseph",95,"NT","home",70,2020110808,2859,"left",59
"2020-11-08T23:21:42.200",66.98,21.82,6.48,1.19,0.65,294.14,287.99,"None",35485,"Linval Joseph",95,"NT","home",71,2020110808,2859,"left",60
"2020-11-08T23:21:42.300",67.6,21.63,6.48,1.19,0.65,296.73,286.62,"None",35485,"Linval Joseph",95,"NT","home",72,2020110808,2859,"left",61
"2020-11-08T23:21:42.400",68.23,21.46,6.49,1.43,0.65,302.77,284.72,"None",35485,"Linval Joseph",95,"NT","home",73,2020110808,2859,"left",62
"2020-11-08T23:21:42.500",68.86,21.3,6.49,1.49,0.65,309.76,283.31,"None",35485,"Linval Joseph",95,"NT","home",74,2020110808,2859,"left",63
"2020-11-08T23:21:42.600",69.49,21.16,6.43,1.5,0.65,316.99,282.23,"None",35485,"Linval Joseph",95,"NT","home",75,2020110808,2859,"left",64
"2020-11-08T23:21:42.700",70.11,21.03,6.31,1.63,0.63,321.53,281.16,"None",35485,"Linval Joseph",95,"NT","home",76,2020110808,2859,"left",65
"2020-11-08T23:21:42.800",70.72,20.91,6.19,1.71,0.62,324.82,280.19,"None",35485,"Linval Joseph",95,"NT","home",77,2020110808,2859,"left",66
"2020-11-08T23:21:42.900",71.34,20.81,6.17,1.65,0.62,328.43,278.43,"None",35485,"Linval Joseph",95,"NT","home",78,2020110808,2859,"left",67
"2020-11-08T23:21:43.000",71.95,20.73,6.1,1.57,0.62,330.01,277.52,"None",35485,"Linval Joseph",95,"NT","home",79,2020110808,2859,"left",68
"2020-11-08T23:21:43.100",72.55,20.64,6,1.41,0.61,336.1,277.53,"None",35485,"Linval Joseph",95,"NT","home",80,2020110808,2859,"left",69
"2020-11-08T23:21:43.200",73.13,20.56,5.86,1.46,0.59,340.09,277.89,"None",35485,"Linval Joseph",95,"NT","home",81,2020110808,2859,"left",70
"2020-11-08T23:21:43.300",73.71,20.48,5.75,1.46,0.58,340.09,277.9,"None",35485,"Linval Joseph",95,"NT","home",82,2020110808,2859,"left",71
"2020-11-08T23:21:43.400",74.27,20.4,5.61,1.47,0.57,338.63,278.27,"fair_catch",35485,"Linval Joseph",95,"NT","home",83,2020110808,2859,"left",72
"2020-11-08T23:21:43.500",74.81,20.31,5.53,1.4,0.55,334.18,279.1,"None",35485,"Linval Joseph",95,"NT","home",84,2020110808,2859,"left",73
"2020-11-08T23:21:43.600",75.35,20.22,5.42,1.44,0.55,334.86,279.82,"None",35485,"Linval Joseph",95,"NT","home",85,2020110808,2859,"left",74
"2020-11-08T23:21:43.700",75.88,20.13,5.37,1.27,0.54,331.26,280.48,"None",35485,"Linval Joseph",95,"NT","home",86,2020110808,2859,"left",75
"2020-11-08T23:21:43.800",76.41,20.03,5.3,1.22,0.53,331.26,281.21,"None",35485,"Linval Joseph",95,"NT","home",87,2020110808,2859,"left",76
"2020-11-08T23:21:43.900",76.92,19.92,5.24,1.23,0.53,323.49,282.32,"None",35485,"Linval Joseph",95,"NT","home",88,2020110808,2859,"left",77
"2020-11-08T23:21:44.000",77.43,19.8,5.19,1.22,0.52,319.43,283.58,"None",35485,"Linval Joseph",95,"NT","home",89,2020110808,2859,"left",78
"2020-11-08T23:21:44.100",77.93,19.67,5.11,1.3,0.52,319.43,284.75,"None",35485,"Linval Joseph",95,"NT","home",90,2020110808,2859,"left",79
"2020-11-08T23:21:44.200",78.43,19.53,5.06,1.39,0.51,312.57,286.41,"None",35485,"Linval Joseph",95,"NT","home",91,2020110808,2859,"left",80
"2020-11-08T23:21:44.300",78.9,19.38,4.95,1.52,0.5,311.25,287.89,"None",35485,"Linval Joseph",95,"NT","home",92,2020110808,2859,"left",81
"2020-11-08T23:21:36.200",67.09,27.24,0,0,0,278.21,263.96,"ball_snap",38643,"Kyle Wilber",58,"OLB","away",11,2020110808,2859,"left",0
"2020-11-08T23:21:36.300",67.08,27.24,0,0,0,278.21,274.94,"None",38643,"Kyle Wilber",58,"OLB","away",12,2020110808,2859,"left",1
"2020-11-08T23:21:36.400",67.08,27.24,0,0,0,277.42,342.54,"None",38643,"Kyle Wilber",58,"OLB","away",13,2020110808,2859,"left",2
"2020-11-08T23:21:36.500",67.07,27.24,0,0,0.01,277.42,56.93,"None",38643,"Kyle Wilber",58,"OLB","away",14,2020110808,2859,"left",3
"2020-11-08T23:21:36.600",67.07,27.24,0.04,0.78,0.01,277.42,70.77,"None",38643,"Kyle Wilber",58,"OLB","away",15,2020110808,2859,"left",4
"2020-11-08T23:21:36.700",67.05,27.23,0.27,2.28,0.02,279.57,74.07,"None",38643,"Kyle Wilber",58,"OLB","away",16,2020110808,2859,"left",5
"2020-11-08T23:21:36.800",66.99,27.22,0.74,3.82,0.06,277.73,75.71,"None",38643,"Kyle Wilber",58,"OLB","away",17,2020110808,2859,"left",6
"2020-11-08T23:21:36.900",66.89,27.2,1.18,4.14,0.1,277.73,77.24,"None",38643,"Kyle Wilber",58,"OLB","away",18,2020110808,2859,"left",7
"2020-11-08T23:21:37.000",66.75,27.17,1.63,3.89,0.15,278.71,77.97,"None",38643,"Kyle Wilber",58,"OLB","away",19,2020110808,2859,"left",8
"2020-11-08T23:21:37.100",66.56,27.13,2.06,4.02,0.19,278.71,79.36,"None",38643,"Kyle Wilber",58,"OLB","away",20,2020110808,2859,"left",9
"2020-11-08T23:21:37.200",66.32,27.09,2.61,4.3,0.25,278.71,80.42,"None",38643,"Kyle Wilber",58,"OLB","away",21,2020110808,2859,"left",10
"2020-11-08T23:21:37.300",66.03,27.05,3.09,3.92,0.29,280.64,81.26,"None",38643,"Kyle Wilber",58,"OLB","away",22,2020110808,2859,"left",11
"2020-11-08T23:21:37.400",65.7,27.01,3.46,3.15,0.33,284.09,82.48,"None",38643,"Kyle Wilber",58,"OLB","away",23,2020110808,2859,"left",12
"2020-11-08T23:21:37.500",65.35,26.97,3.72,2.38,0.36,287.59,84.24,"None",38643,"Kyle Wilber",58,"OLB","away",24,2020110808,2859,"left",13
"2020-11-08T23:21:37.600",64.97,26.94,3.9,1.73,0.38,291.47,85.82,"None",38643,"Kyle Wilber",58,"OLB","away",25,2020110808,2859,"left",14
"2020-11-08T23:21:37.700",64.57,26.92,3.98,1.15,0.39,296.44,87.33,"None",38643,"Kyle Wilber",58,"OLB","away",26,2020110808,2859,"left",15
"2020-11-08T23:21:37.800",64.18,26.91,3.99,0.75,0.4,298.37,88.38,"None",38643,"Kyle Wilber",58,"OLB","away",27,2020110808,2859,"left",16
"2020-11-08T23:21:37.900",63.78,26.9,3.98,0.78,0.4,300.06,89.61,"None",38643,"Kyle Wilber",58,"OLB","away",28,2020110808,2859,"left",17
"2020-11-08T23:21:38.000",63.39,26.91,3.84,1.15,0.39,300.06,91,"None",38643,"Kyle Wilber",58,"OLB","away",29,2020110808,2859,"left",18
"2020-11-08T23:21:38.100",63.02,26.91,3.72,1.39,0.38,299.41,91.79,"None",38643,"Kyle Wilber",58,"OLB","away",30,2020110808,2859,"left",19
"2020-11-08T23:21:38.200",62.65,26.92,3.56,1.51,0.36,296.43,91.84,"None",38643,"Kyle Wilber",58,"OLB","away",31,2020110808,2859,"left",20
"2020-11-08T23:21:38.300",62.3,26.92,3.45,1.49,0.35,294.35,89.72,"None",38643,"Kyle Wilber",58,"OLB","away",32,2020110808,2859,"left",21
